City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
292,ormara,25.2088,64.6357,26.84,50,12,5.8,PK,1712291480
293,cidreira,-30.1811,-50.2056,23.36,96,100,3.98,BR,1712291480
294,tymovskoye,50.8456,142.655,0.85,55,96,3.11,RU,1712291480
295,hanceville,34.0607,-86.7675,10.3,64,99,1.33,US,1712291243
296,weno,7.4515,151.8468,29.97,79,100,3.09,FM,1712291481
297,mount gambier,-37.8333,140.7667,19.51,48,8,5.25,AU,1712291369
298,plastun,44.7561,136.2939,11.95,24,71,5.1,RU,1712291481
299,hami,42.8,93.45,14.76,24,100,1.32,CN,1712291482
300,tosontsengel,48.7567,98.2839,-1.35,81,96,1.92,MN,1712291482
301,bel ombre,-4.6167,55.4167,30.91,74,20,1.54,SC,1712291482
302,pointe-noire,-4.7761,11.8635,26.04,94,75,1.03,CG,1712291482
303,harper,4.375,-7.7169,26.77,87,95,2.1,LR,1712291483
304,sitangkai,4.6628,119.3928,28.27,74,91,1.05,PH,1712291483
305,pedro ii,-4.4247,-41.4586,20.41,94,100,1.18,BR,1712291483
306,al kharijah,25.4514,30.5464,24.08,19,0,3.36,EG,1712291483
307,shortandy,51.7006,70.9994,9.9,67,10,3.23,KZ,1712291484
308,tidjikja,18.5564,-11.4271,28.08,14,4,4.65,MR,1712291484
309,kolpashevo,58.3131,82.9089,6.73,93,98,3.13,RU,1712291484
310,al awjam,26.5632,49.9433,23.05,35,0,2.06,SA,1712291484
311,pankrushikha,53.8319,80.3406,11.06,64,30,2.33,RU,1712291485
312,saint-pierre,-21.3393,55.4781,26.82,69,0,1.03,RE,1712291265
313,maryville,35.7565,-83.9705,7.14,75,100,5.66,US,1712291460
314,box elder,41.5005,-112.8764,14.03,33,76,12.92,US,1712291485
315,sao vicente,-23.9631,-46.3919,26.26,26,2,1.21,BR,1712291253
316,mont-laurier,46.5501,-75.4993,-0.21,94,100,4.22,CA,1712291421
317,prokhorovka,51.0374,36.7325,2.86,73,73,3.77,RU,1712291486
318,sbiba,35.5433,9.0737,12.84,51,7,1.44,TN,1712291486
319,general pico,-35.6566,-63.7568,15.47,51,0,4.12,AR,1712291460
320,riachao do jacuipe,-11.8069,-39.3856,24.22,92,67,1.81,BR,1712291487
321,port alfred,-33.5906,26.891,18.43,86,87,5.36,ZA,1712291438
322,haiku-pauwela,20.9219,-156.3051,25.12,82,20,10.8,US,1712291487
323,songjianghe,42.1859,127.479,11.95,20,36,4.38,CN,1712291488
324,las tablas,7.7667,-80.2833,26.21,99,63,1.0,PA,1712291488
325,hirado,33.3597,129.5531,14.21,72,100,10.63,JP,1712291488
326,imishli,39.8709,48.06,9.47,57,22,1.16,AZ,1712291488
327,udachny,66.4167,112.4,-19.99,84,100,12.8,RU,1712291488
328,tadine,-21.55,167.8833,26.61,76,41,6.87,NC,1712291489
329,san antonio de pale,-1.4014,5.6325,28.44,76,99,3.41,GQ,1712291489
330,magong,23.5654,119.5863,21.54,85,100,10.71,TW,1712291489
331,onega,63.9061,38.1404,-8.35,84,74,4.83,RU,1712291489
332,naze,28.3667,129.4833,19.51,92,100,2.59,JP,1712291489
333,wanning,18.8003,110.3967,29.39,66,5,6.29,CN,1712291490
334,banjarmasin,-3.3244,114.591,31.08,72,98,2.64,ID,1712291490
335,pattan,34.1667,74.5667,14.07,49,97,2.31,IN,1712291490
336,maturin,9.75,-63.1767,24.51,88,3,2.16,VE,1712291490
337,kailaras,26.3167,77.6167,34.82,17,100,3.78,IN,1712291491
338,pacific grove,36.6177,-121.9166,9.49,84,75,8.23,US,1712291491
339,ilukste,55.9775,26.2966,2.29,83,100,5.55,LV,1712291491
340,kuanda,56.3161,116.0806,-4.5,52,62,4.58,RU,1712291491
341,autazes,-3.5797,-59.1306,24.62,91,42,0.8,BR,1712291491
342,nicoya,10.1483,-85.452,26.32,75,37,0.75,CR,1712291492
343,port hueneme,34.1478,-119.1951,11.67,68,0,6.69,US,1712291492
344,neyshabur,36.2133,58.7958,18.39,21,43,2.18,IR,1712291492
345,zhmerynka,49.037,28.112,9.14,77,99,1.72,UA,1712291492
346,saint-laurent-du-maroni,5.5039,-54.0289,23.46,99,85,0.72,GF,1712291492
347,semey,50.4111,80.2275,9.12,53,0,1.0,KZ,1712291492
348,chojnice,53.6955,17.557,7.6,80,100,5.48,PL,1712291343
349,mount isa,-20.7333,139.5,28.87,39,30,6.69,AU,1712291433
350,urangan,-25.3,152.9,25.11,94,88,3.58,AU,1712291493
351,ilheus,-14.7889,-39.0494,23.99,96,100,2.25,BR,1712291493
352,bukavu,-2.5083,28.8608,17.34,96,98,0.62,CD,1712291494
353,guerrero negro,27.9769,-114.0611,15.82,77,88,7.79,MX,1712291393
354,carbonear,47.7332,-53.2148,1.45,96,99,4.83,CA,1712291494
355,chinde,26.8418,88.0763,26.14,30,4,3.43,NP,1712291494
356,jayapura,-2.5333,140.7,32.66,70,99,2.41,ID,1712291494
357,faget,45.85,22.1833,11.36,83,100,0.85,RO,1712291495
358,jinxiang,27.4327,120.6062,14.19,80,100,3.73,CN,1712291495
359,xinhui,22.456,113.0482,27.78,50,96,6.58,CN,1712291495
360,lazaro cardenas,17.9583,-102.2,22.09,75,39,1.43,MX,1712291248
361,gassol,8.5333,10.4667,27.12,68,100,3.94,NG,1712291495
362,kencong,-8.2833,113.3667,30.22,68,89,3.36,ID,1712291495
363,nabire,-3.3667,135.4833,26.19,88,100,1.28,ID,1712291496
364,kolonia town,6.964,158.206,32.0,66,75,3.09,FM,1712291496
365,cimislia,46.52,28.7842,6.08,74,56,1.43,MD,1712291496
366,smirnykh,49.75,142.8333,5.05,48,90,4.59,RU,1712291496
367,smithers,54.7804,-127.1743,2.18,44,0,3.09,CA,1712291414
368,madzhalis,42.1217,47.8333,13.35,49,51,2.09,RU,1712291497
369,fort st. john,56.2499,-120.8529,-0.06,69,75,4.63,CA,1712291396
370,necochea,-38.5473,-58.7368,14.63,68,1,1.23,AR,1712291497
371,konibodom,40.2843,70.4426,21.46,25,10,4.84,TJ,1712291497
372,prabumulih,-3.45,104.25,31.62,69,98,0.57,ID,1712291498
373,lionel town,17.8101,-77.2406,27.94,90,41,2.19,JM,1712291498
374,gizo,-8.103,156.8419,29.7,73,22,2.43,SB,1712291498
375,kohat,33.582,71.4493,22.04,28,0,1.14,PK,1712291498
376,chonchi,-42.6128,-73.8092,7.84,90,28,0.56,CL,1712291499
377,cabo san lucas,22.8909,-109.9124,22.61,74,15,3.1,MX,1712291499
378,tafuna,-14.3358,-170.72,28.97,79,100,2.06,AS,1712291499
379,saint-joseph,-21.3667,55.6167,26.21,81,4,2.3,RE,1712291500
380,taiobeiras,-15.8078,-42.2331,19.08,98,100,1.54,BR,1712291500
381,nova sintra,14.8667,-24.7167,24.15,76,51,5.67,CV,1712291500
382,kristiansund,63.1115,7.732,1.36,44,75,2.06,NO,1712291500
383,akureyri,65.6835,-18.0878,-16.04,85,75,3.09,IS,1712291500
384,al majaridah,19.1236,41.9111,28.76,57,44,0.75,SA,1712291501
385,champerico,14.3,-91.9167,28.47,70,1,1.31,GT,1712291501
386,al mutayrifi,25.4788,49.5576,23.19,18,0,2.6,SA,1712291501
387,jixi,45.3,130.9667,10.9,26,100,5.52,CN,1712291501
388,zakynthos,37.7914,20.8953,10.91,76,0,1.47,GR,1712291501
389,auki,-8.7676,160.7034,30.73,66,99,0.16,SB,1712291502
390,prince rupert,54.3161,-130.3201,6.83,73,0,7.2,CA,1712291228
391,nguigmi,14.2495,13.1092,25.67,18,0,4.57,NE,1712291502
392,thunder bay,48.4001,-89.3168,3.99,48,100,4.12,CA,1712291502
393,sennori,40.7914,8.595,10.6,66,14,2.76,IT,1712291502
394,severobaykal'sk,55.65,109.3167,-2.5,51,6,4.59,RU,1712291503
395,dalnerechensk,45.9339,133.7225,11.34,32,95,7.09,RU,1712291503
396,baihe,22.15,107.2333,25.91,71,98,2.47,CN,1712291503
397,poso,-1.3959,120.7524,31.13,60,94,2.53,ID,1712291503
398,five forks,34.8048,-82.2296,11.28,41,100,3.6,US,1712291504
399,madingou,-4.1536,13.55,23.6,98,100,0.7,CG,1712291504
400,zabol,32.25,67.25,12.76,21,0,1.73,AF,1712291504
401,sretensk,52.2453,117.7093,9.63,41,100,7.66,RU,1712291504
402,bantilan,14.7519,121.6656,28.87,75,65,4.65,PH,1712291504
403,santa cruz del sur,20.7147,-77.9956,25.84,75,21,3.38,CU,1712291505
404,terrace,54.5163,-128.6035,6.95,42,0,1.54,CA,1712291331
405,pionerskiy,54.9508,20.2275,9.91,98,100,8.09,RU,1712291505
406,port elizabeth,-33.918,25.5701,17.4,96,34,1.34,ZA,1712291505
407,vila velha,-20.3297,-40.2925,26.97,88,75,2.57,BR,1712291408
408,middelburg,-25.7751,29.4648,17.25,70,64,1.47,ZA,1712291506
409,klaksvik,62.2266,-6.589,0.51,65,100,10.27,FO,1712291506
410,monywa,22.1167,95.1333,38.09,19,2,0.86,MM,1712291506
411,abashiri,44.0213,144.2697,11.16,37,75,3.6,JP,1712291506
412,harstad,68.799,16.5293,-6.03,76,36,3.92,NO,1712291506
413,marrakesh,31.6315,-8.0083,18.04,68,0,2.57,MA,1712291457
414,sawakin,19.1059,37.3321,27.06,58,83,3.37,SD,1712291507
415,veraval,20.9,70.3667,30.84,44,74,6.04,IN,1712291507
416,truckee,39.328,-120.1833,-0.82,73,75,5.66,US,1712291230
417,nagqu,31.5,92.0,4.08,21,100,9.29,CN,1712291507
418,baiti,13.745,-14.7482,24.33,65,24,4.0,SN,1712291508
419,undurkhaan,47.3194,110.6556,10.97,32,13,9.07,MN,1712291508
420,suva,-18.1416,178.4415,27.71,78,75,5.66,FJ,1712291508
421,rawlins,41.7911,-107.2387,10.2,29,0,1.54,US,1712291322
422,constitucion,-35.3333,-72.4167,13.31,71,0,2.58,CL,1712291509
423,kenitra,34.261,-6.5802,15.42,83,46,1.41,MA,1712291509
424,minsk,53.9,27.5667,-0.14,80,99,4.93,BY,1712291283
425,saipan,15.1355,145.701,31.39,58,75,9.26,MP,1712291509
426,mohr,54.3528,9.7167,9.52,90,75,1.03,DE,1712291509
427,inonu,37.3167,33.7667,11.42,64,20,2.21,TR,1712291510
428,el granada,37.5027,-122.4694,7.3,90,100,6.69,US,1712291510
429,sarriguren,42.8106,-1.5927,15.98,48,0,4.12,ES,1712291510
430,kasongo,-4.45,26.6667,20.07,97,98,0.8,CD,1712291510
431,kokstad,-30.5472,29.4241,13.69,77,0,2.03,ZA,1712291511
432,aragarcas,-15.8975,-52.2508,22.62,93,48,1.07,BR,1712291511
433,ozernyy,55.5802,32.4127,-0.48,68,80,2.72,RU,1712291511
434,patacamaya,-17.2333,-67.9167,7.93,87,100,2.75,BO,1712291511
435,olyokminsk,60.3736,120.4264,-8.16,65,100,6.38,RU,1712291511
436,man,7.4125,-7.5538,21.34,94,95,1.15,CI,1712291512
437,san pedro de jujuy,-24.2313,-64.8661,23.05,94,98,1.05,AR,1712291512
438,bardai,11.65,7.2333,25.66,35,56,3.59,NG,1712291512
439,conception bay south,47.4999,-52.9981,1.07,98,98,3.93,CA,1712291406
440,megion,61.0296,76.1136,7.01,100,100,4.08,RU,1712291512
441,buala,-8.145,159.5921,29.66,75,61,1.56,SB,1712291513
442,hirara,24.8,125.2833,28.15,78,75,7.2,JP,1712291513
443,sydney mines,46.2367,-60.2177,2.22,96,100,7.2,CA,1712291513
444,hohhot,40.8106,111.6522,16.62,21,0,4.0,CN,1712291513
445,buriti alegre,-18.14,-49.0403,22.35,74,100,1.15,BR,1712291513
446,chemolgan,43.1897,76.5292,10.81,40,67,1.71,KZ,1712291514
447,terenozek,45.05,64.9833,16.12,43,87,3.62,KZ,1712291514
448,vuktyl,63.8567,57.3094,-11.61,80,100,4.92,RU,1712291514
449,knyaze-volkonskoye,48.4642,135.4567,9.19,30,0,6.26,RU,1712291514
450,bonthe,7.5264,-12.505,25.47,88,82,2.43,SL,1712291514
451,pelabuhanratu,-6.9875,106.5514,29.63,79,85,2.17,ID,1712291515
452,manado,1.487,124.8455,28.43,83,40,2.57,ID,1712291515
453,moroni,-11.7022,43.2551,28.59,74,28,0.57,KM,1712291515
454,lerwick,60.1545,-1.1494,-1.0,80,83,8.92,GB,1712291515
455,ambovombe,-25.1667,46.0833,23.78,72,1,1.94,MG,1712291515
456,grenaa,56.4158,10.8783,6.12,93,95,7.31,DK,1712291516
457,kinkala,-4.3614,14.7644,22.54,95,100,1.5,CG,1712291516
458,hammerfest,70.6634,23.6821,-7.75,73,0,0.51,NO,1712291516
459,brokopondo,4.75,-55.1667,25.69,88,99,5.18,SR,1712291516
460,maxixe,-23.8597,35.3472,24.9,94,40,1.54,MZ,1712291516
461,vaasa,63.096,21.6158,-3.99,43,0,4.47,FI,1712291510
462,luderitz,-26.6481,15.1594,15.91,79,1,7.24,NA,1712291517
463,vakarai,55.6035,23.8213,3.29,94,100,6.37,LT,1712291517
464,santo antonio,-6.3106,-35.4789,24.38,93,65,2.07,BR,1712291517
465,prejmer,45.7167,25.7667,7.55,84,86,1.06,RO,1712291517
466,kendari,-3.945,122.4989,28.73,83,92,2.31,ID,1712291358
467,zaozersk,69.4005,32.4476,-12.07,93,72,3.71,RU,1712291518
468,lautoka,-17.6167,177.4667,29.92,66,40,7.72,FJ,1712291510
469,liaoyuan,42.9036,125.1358,13.08,22,46,5.19,CN,1712291518
470,taltal,-25.4,-70.4833,18.26,86,98,0.57,CL,1712291518
471,ascencion,31.1,-107.9833,18.99,13,0,3.95,MX,1712291518
472,santa elena de uairen,4.6167,-61.1333,20.83,78,18,1.69,VE,1712291519
473,antsiranana,-12.2787,49.2917,26.42,78,20,5.14,MG,1712291519
474,ilha de mocambique,-15.0342,40.7358,27.44,83,49,2.51,MZ,1712291519
475,maralal,1.0968,36.698,16.87,81,84,2.34,KE,1712291519
476,bikenibeu village,1.3673,173.1241,29.98,79,40,1.54,KI,1712291519
477,breves,-1.6822,-50.4803,23.9,98,74,1.06,BR,1712291520
478,fortaleza,-3.7227,-38.5247,26.79,94,20,2.57,BR,1712291340
479,kiunga,-6.1219,141.2906,29.13,83,80,0.78,PG,1712291520
480,beloyarskiy,63.7119,66.6722,3.33,100,100,4.02,RU,1712291520
481,korinthos,37.9407,22.9573,14.09,62,0,2.21,GR,1712291284
482,lodja,-3.4833,23.4333,21.74,99,100,1.17,CD,1712291521
483,barra de santo antonio,-9.4047,-35.5072,24.6,79,98,2.16,BR,1712291521
484,kerikeri,-35.2268,173.9474,19.08,56,98,3.32,NZ,1712291521
485,ciudad bolivar,8.1222,-63.5497,28.6,62,73,7.17,VE,1712291263
486,galt,38.2546,-121.3,6.59,93,79,3.67,US,1712291450
487,santa rita,-7.1139,-34.9781,25.37,94,100,2.06,BR,1712291357
488,queenstown,-31.8976,26.8753,13.58,79,85,1.95,ZA,1712291410
489,santa cruz,-17.8,-63.1667,24.7,94,95,1.03,BO,1712291461
490,villa la angostura,-40.7617,-71.6463,5.7,98,93,1.51,AR,1712291522
491,long beach,33.767,-118.1892,13.26,70,75,3.13,US,1712291397
492,corinto,37.9407,22.9573,15.28,60,0,1.86,GR,1712291523
493,acajutla,13.5928,-89.8275,27.31,78,5,2.76,SV,1712291523
494,karratha,-20.7377,116.8463,34.14,23,90,9.3,AU,1712291490
495,taro,-8.3862,115.28,27.0,77,75,0.6,ID,1712291523
496,dabhol,17.6,73.1667,32.56,46,86,3.07,IN,1712291523
497,priozersk,61.0393,30.1291,-2.73,68,94,4.05,RU,1712291524
498,punta umbria,37.1821,-6.9661,12.91,73,100,3.49,ES,1712291524
499,port blair,11.6667,92.75,32.02,66,40,1.03,IN,1712291524
500,ust'-ilimsk,58.0006,102.6619,-4.2,72,78,4.92,RU,1712291524
501,seminole,28.7086,-81.2081,17.15,74,0,2.57,US,1712291524
502,oum hadjer,13.2954,19.6966,27.66,12,91,3.97,TD,1712291525
503,qamdo,31.1667,97.2333,9.49,20,75,2.06,CN,1712291525
504,goure,13.9835,10.2704,25.27,14,22,2.19,NE,1712291525
505,cody,44.5263,-109.0565,12.11,42,0,2.06,US,1712291525
506,kyaikkami,16.08,97.5675,29.36,71,28,5.15,MM,1712291526
507,gudari,19.35,83.7833,42.18,15,2,2.34,IN,1712291526
508,dire dawa,9.5931,41.8661,23.49,69,89,0.11,ET,1712291526
509,abhar,36.1468,49.218,14.39,48,90,3.72,IR,1712291526
510,wesselsbron,-27.8549,26.3658,13.71,80,89,1.7,ZA,1712291527
511,myanaung,18.2833,95.3167,38.32,28,1,3.64,MM,1712291527
512,novodvinsk,64.4165,40.8122,-15.12,95,49,2.66,RU,1712291527
513,bengkulu,-3.8004,102.2655,25.87,88,100,1.19,ID,1712291527
514,lamu,-2.2717,40.902,28.63,78,72,2.76,KE,1712291528
515,pauini,-7.7136,-66.9764,23.23,97,100,0.7,BR,1712291528
516,preobrazheniye,42.9019,133.9064,9.36,40,2,6.71,RU,1712291528
517,regina,50.4501,-104.6178,7.8,55,75,10.29,CA,1712291375
518,mao,39.8885,4.2658,14.31,100,0,2.06,ES,1712291528
519,koulikoro,14.0,-7.75,31.23,25,70,3.46,ML,1712291529
520,bentota,6.4254,79.9948,29.53,72,82,2.27,LK,1712291529
521,peace river,56.2501,-117.286,3.17,51,100,2.57,CA,1712291384
522,port douglas,-16.4833,145.4667,28.07,78,91,2.67,AU,1712291529
523,lucas,41.6501,-83.6666,5.08,78,75,5.14,US,1712291529
524,eyl,7.9803,49.8164,28.88,64,15,5.78,SO,1712291530
525,alaghsas,17.0187,8.0168,25.79,12,0,2.29,NE,1712291530
526,mhamid,29.82,-5.72,19.7,19,0,1.68,MA,1712291530
527,jiamusi,46.8333,130.35,11.82,26,100,7.73,CN,1712291530
528,kisangani,0.5167,25.2,22.17,99,100,0.43,CD,1712291531
529,guangyuan,32.442,105.823,13.86,84,100,2.57,CN,1712291531
530,lockwood,45.8191,-108.4149,13.94,56,0,4.12,US,1712291531
531,sultanah,24.4926,39.5857,24.25,27,0,4.12,SA,1712291532
532,remontnoye,46.5614,43.6501,11.87,60,55,3.7,RU,1712291532
533,pekalongan,-6.8886,109.6753,29.59,74,92,2.55,ID,1712291532
534,pyu,18.4833,96.4333,39.95,28,1,3.44,MM,1712291532
535,rudnyy,52.9594,63.1206,3.13,73,19,1.78,KZ,1712291532
536,usogorsk,63.4106,48.6872,-13.48,88,100,4.51,RU,1712291533
537,itaituba,-4.2761,-55.9836,23.82,99,85,0.7,BR,1712291533
538,inza,53.8533,46.3586,8.3,91,100,0.91,RU,1712291533
539,panaba,21.2833,-88.2667,20.93,72,22,2.37,MX,1712291533
540,island harbour,50.724,-1.2758,12.86,90,100,4.02,GB,1712291533
541,capitao poco,-1.7464,-47.0594,23.09,98,50,1.81,BR,1712291534
542,biltine,14.5333,20.9167,28.37,13,96,5.87,TD,1712291534
543,yaiza,28.9633,-13.7631,15.87,88,0,0.51,ES,1712291534
544,brookings,44.3114,-96.7984,5.66,50,0,2.57,US,1712291534
545,makhambet,47.6667,51.5833,13.52,61,39,2.29,KZ,1712291534
546,soufriere,13.8562,-61.0566,27.16,86,18,6.68,LC,1712291535
547,kenora,49.8167,-94.4337,3.54,52,20,3.09,CA,1712291388
548,enewetak,11.3474,162.3373,27.15,76,81,8.82,MH,1712291535
549,muncar,-8.4333,114.3333,29.28,74,82,3.6,ID,1712291536
550,coquimbo,-29.9533,-71.3436,13.85,94,0,0.51,CL,1712291510
551,kingscliff,-28.2667,153.5667,25.89,78,100,2.06,AU,1712291536
552,tacna,-18.0056,-70.2483,18.11,88,0,1.54,PE,1712291246
553,roma,43.2128,-75.4557,1.71,94,100,3.09,US,1712291338
554,sao joaquim,-28.2939,-49.9317,14.97,92,82,1.15,BR,1712291536
555,aykhal,66.0,111.5,-22.49,92,100,14.33,RU,1712291537
556,mili,6.0815,171.735,28.32,77,62,7.43,MH,1712291537
557,miyako,39.6367,141.9525,11.14,46,56,2.78,JP,1712291537
558,udaipur,24.5712,73.6918,28.5,21,100,5.85,IN,1712291440
559,minab,27.1467,57.0801,25.1,47,1,0.43,IR,1712291538
560,la sarre,48.8002,-79.1996,-0.92,89,81,5.16,CA,1712291538
561,corumba,-19.0092,-57.6533,26.48,71,22,0.69,BR,1712291464
562,tazacorte,28.629,-17.9293,20.08,35,0,3.09,ES,1712291538
563,sihanoukville,10.6093,103.5296,32.97,62,40,4.12,KH,1712291538
564,tenenkou,14.4572,-4.9169,31.51,14,10,5.96,ML,1712291539
565,khoyniki,51.8911,29.9552,2.38,78,18,2.6,BY,1712291539
566,ribeira brava,32.65,-17.0667,21.67,83,83,1.08,PT,1712291539
567,i-n-salah,27.1935,2.4607,21.94,31,0,7.31,DZ,1712291539
568,darnah,32.767,22.6367,16.4,73,70,6.53,LY,1712291540
569,itoman,26.1247,127.6694,26.21,83,75,5.66,JP,1712291540
570,kaa-khem,51.6833,94.7333,4.11,67,100,0.92,RU,1712291540
571,zvezdnyy,57.7325,56.3147,7.33,81,100,4.04,RU,1712291541
572,ghanzi,-21.5667,21.7833,20.14,83,100,1.93,BW,1712291541
573,xinyuan,37.3,99.0,4.43,36,90,1.91,CN,1712291541
574,ambikapur,23.1167,83.2,34.69,14,53,4.24,IN,1712291250
575,mrakovo,52.7161,56.6244,7.16,87,71,1.31,RU,1712291541
576,codajas,-3.8367,-62.0569,23.63,97,23,0.23,BR,1712291542
577,twin falls,42.3505,-114.6445,3.29,87,100,6.17,US,1712291542
578,spring creek,40.7266,-115.5859,9.84,29,18,6.71,US,1712291293
579,kalmunai,7.4167,81.8167,30.49,66,95,1.22,LK,1712291542
580,challapata,-18.9,-66.7667,11.01,72,96,1.59,BO,1712291542
581,cole harbour,44.6724,-63.4751,2.77,93,100,5.81,CA,1712291543
582,bria,6.5423,21.9863,22.76,87,99,1.32,CF,1712291543
583,tarawa,1.419,172.984,30.05,79,40,1.54,KI,1712291543
584,sumenep,-7.0167,113.8667,30.71,65,98,3.63,ID,1712291543
585,dalandzadgad,43.5708,104.425,10.13,34,53,5.0,MN,1712291544
